"index","DR_NO","Date Rptd","DATE OCC","TIME OCC","AREA NAME","Crm Cd Desc","Vict Age","Vict Sex","Vict Descent","Weapon Desc","Status Desc","LOCATION"
"1609","220212350","2022-06-22T00:00:00.000","2021-10-14T00:00:00.000","1210","Rampart","THEFT OF IDENTITY","57","M","H","null","Invest Cont","800 N  LA FAYETTE PARK              PL"
"1610","221012580","2022-08-08T00:00:00.000","2021-08-27T00:00:00.000","0001","West Valley","THEFT OF IDENTITY","38","M","W","null","Invest Cont","18600    COLLINS                      ST"
"1611","231107121","2023-03-23T00:00:00.000","2021-01-14T00:00:00.000","1200","Northeast","THEFT OF IDENTITY","31","M","W","null","Invest Cont","1400    GLENDALE                     BL"
"1612","230310729","2023-05-11T00:00:00.000","2021-07-19T00:00:00.000","1200","Southwest","THEFT OF IDENTITY","89","M","B","null","Invest Cont","4000    DALTON                       AV"
"1613","221017656","2022-12-13T00:00:00.000","2021-06-01T00:00:00.000","1030","West Valley","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","12","M","W","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","18700    LINNET                       ST"
"1614","220910483","2022-06-19T00:00:00.000","2021-12-15T00:00:00.000","0900","Van Nuys","THEFT PLAIN - PETTY ($950 & UNDER)","22","F","C","null","Invest Cont","7300    WOODMAN                      AV"
"1615","222117239","2022-11-30T00:00:00.000","2021-04-20T00:00:00.000","1500","Topanga","THEFT OF IDENTITY","30","F","H","null","Invest Cont","20100    KESWICK                      ST"
"1616","221217319","2022-08-10T00:00:00.000","2021-04-25T00:00:00.000","0900","77th Street","BUNCO, GRAND THEFT","61","F","B","null","Invest Cont","4900 S  FIGUEROA                     ST"
"1617","231604941","2023-01-31T00:00:00.000","2021-04-01T00:00:00.000","0800","Foothill","EXTORTION","12","F","H","null","Invest Cont","10400    COMMERCE                     AV"
"1618","220116578","2022-07-20T00:00:00.000","2021-08-09T00:00:00.000","0900","Central","THEFT OF IDENTITY","26","M","O","null","Invest Cont","600 S  SANTA FE                     AV"
"1619","230114661","2023-06-22T00:00:00.000","2021-11-21T00:00:00.000","0100","Central","THEFT OF IDENTITY","36","F","H","null","Invest Cont","500 N  FIGUEROA                     ST"
"1620","222012060","2022-06-24T00:00:00.000","2021-07-01T00:00:00.000","0001","Olympic","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","80","F","A","null","Invest Cont","600 S  GRAMERCY                     PL"
"1621","230804173","2022-09-30T00:00:00.000","2021-11-01T00:00:00.000","0001","West LA","THEFT OF IDENTITY","55","F","H","null","Invest Cont","2300    WESTWOOD                     BL"
"1622","231711218","2023-06-12T00:00:00.000","2021-01-01T00:00:00.000","1320","Devonshire","THEFT OF IDENTITY","23","F","H","null","Invest Cont","18000    SCHOENBORN                   ST"
"1623","221217992","2022-08-19T00:00:00.000","2021-05-11T00:00:00.000","1200","77th Street","BUNCO, GRAND THEFT","50","M","B","null","Invest Cont","1700 W  FLORENCE                     AV"
"1624","221112012","2022-07-26T00:00:00.000","2021-03-31T00:00:00.000","1200","Northeast","BURGLARY","65","M","W","null","Invest Cont","2800    AVENEL                       ST"
"1625","231509314","2023-05-06T00:00:00.000","2021-03-01T00:00:00.000","0600","N Hollywood","THEFT OF IDENTITY","42","M","O","null","Invest Cont","11400    LAURELCREST                  DR"
"1626","231812288","2023-06-21T00:00:00.000","2021-09-20T00:00:00.000","1445","Southeast","THEFT OF IDENTITY","38","F","B","null","Invest Cont","700 W  90TH                         ST"
"1627","220117358","2022-08-01T00:00:00.000","2021-07-31T00:00:00.000","1235","Central","BURGLARY FROM VEHICLE","24","F","W","null","Invest Cont","400 W  7TH                          ST"
"1628","220511004","2022-07-05T00:00:00.000","2021-11-30T00:00:00.000","0530","Harbor","THEFT OF IDENTITY","27","H","H","null","Invest Cont","1400 W  LOMITA                       BL"
"1629","231305427","2023-01-30T00:00:00.000","2021-08-01T00:00:00.000","0200","Newton","ROBBERY","34","M","H","HAND GUN","Invest Cont","54TH                         ST"
"1630","222110939","2022-06-24T00:00:00.000","2021-01-01T00:00:00.000","0001","Topanga","THEFT OF IDENTITY","78","F","W","null","Invest Cont","23000    STRATHERN                    ST"
"1631","220511223","2022-07-11T00:00:00.000","2021-09-07T00:00:00.000","1250","Harbor","THEFT OF IDENTITY","37","M","B","null","Invest Cont","1400    BRETT                        PL"
"1632","231804107","2022-12-26T00:00:00.000","2021-03-16T00:00:00.000","0800","Southeast","THEFT OF IDENTITY","30","M","B","null","Invest Cont","1700 E  114TH                        ST"
"1633","222112307","2022-07-30T00:00:00.000","2021-01-01T00:00:00.000","0001","Topanga","HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE","27","F","B","null","Invest Cont","21000    VANOWEN                      ST"
"1634","232009509","2023-02-22T00:00:00.000","2021-01-22T00:00:00.000","0945","Olympic","THEFT OF IDENTITY","26","F","O","null","Invest Cont","1700 S  VERMONT                      AV"
"1635","220613283","2022-07-16T00:00:00.000","2021-09-02T00:00:00.000","0200","Hollywood","THEFT PLAIN - PETTY ($950 & UNDER)","47","F","O","null","Invest Cont","6400    SELMA                        AV"
"1636","232005866","2023-02-16T00:00:00.000","2021-01-30T00:00:00.000","1135","Olympic","THEFT OF IDENTITY","78","F","F","null","Invest Cont","3000    LEEWARD                      AV"
"1637","220909978","2022-06-02T00:00:00.000","2021-10-06T00:00:00.000","1600","Van Nuys","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","53","F","W","null","Adult Other","14200    BURBANK                      BL"
"1638","220513339","2022-09-05T00:00:00.000","2021-06-15T00:00:00.000","1030","Harbor","THEFT OF IDENTITY","21","M","B","null","Invest Cont","2100    JOHN S GIBSON                BL"
"1639","232109938","2023-06-04T00:00:00.000","2021-08-10T00:00:00.000","1200","Topanga","THEFT OF IDENTITY","40","M","B","null","Invest Cont","8300    NORTHGATE                    AV"
"1640","231104583","2023-01-17T00:00:00.000","2021-11-28T00:00:00.000","1200","Northeast","THEFT PLAIN - PETTY ($950 & UNDER)","55","M","W","null","Invest Cont","1300    TALMADGE                     ST"
"1641","230508185","2023-04-27T00:00:00.000","2021-04-27T00:00:00.000","1200","Harbor","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","73","M","W","null","Invest Cont","1500 W  218TH                        ST"
"1642","221420795","2022-12-13T00:00:00.000","2021-11-02T00:00:00.000","0234","Pacific","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","17","M","W","null","Invest Cont","WASATCH                      AV"
"1643","221912300","2022-07-22T00:00:00.000","2021-12-01T00:00:00.000","0001","Mission","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","9","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","11100 N  SEPULVEDA                    BL"
"1644","220710840","2022-06-24T00:00:00.000","2021-07-19T00:00:00.000","1100","Wilshire","BURGLARY","57","F","W","null","Invest Cont","5900    BURCHARD                     AV"
"1645","220810352","2022-06-01T00:00:00.000","2021-12-13T00:00:00.000","2100","West LA","INTIMATE PARTNER - SIMPLE ASSAULT","39","F","O","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","10500    STRATHMORE                   DR"
"1646","221223491","2022-11-04T00:00:00.000","2021-06-04T00:00:00.000","0110","77th Street","THEFT OF IDENTITY","23","F","B","null","Invest Cont","5700    9TH                          AV"
"1647","220113638","2022-06-05T00:00:00.000","2021-10-01T00:00:00.000","1200","Central","BURGLARY","34","M","W","null","Invest Cont","900 E  3RD                          ST"
"1648","221609680","2022-06-19T00:00:00.000","2021-06-26T00:00:00.000","0800","Foothill","THEFT OF IDENTITY","25","M","H","null","Invest Cont","13100    SUNBURST                     ST"
"1649","220218196","2022-10-08T00:00:00.000","2021-10-08T00:00:00.000","1250","Rampart","BATTERY - SIMPLE ASSAULT","37","M","B","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","700    WITMER                       ST"
"1650","220314127","2022-07-22T00:00:00.000","2021-10-23T00:00:00.000","1800","Southwest","BUNCO, GRAND THEFT","25","M","O","null","Invest Cont","1300 W  39TH                         ST"
"1651","230910059","2023-05-31T00:00:00.000","2021-05-23T00:00:00.000","1740","Van Nuys","BATTERY - SIMPLE ASSAULT","55","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","14700    VICTORY                      BL"
"1652","231605053","2023-02-02T00:00:00.000","2021-05-01T00:00:00.000","1510","Foothill","THEFT OF IDENTITY","42","M","W","null","Invest Cont","10300    GLORY                        AV"
"1653","210313888","2022-06-10T00:00:00.000","2021-10-04T00:00:00.000","0936","Southwest","CRIMINAL HOMICIDE","38","M","H","UNKNOWN TYPE CUTTING INSTRUMENT","Invest Cont","ARLINGTON"
"1654","231106085","2023-02-22T00:00:00.000","2021-11-17T00:00:00.000","2000","Northeast","BUNCO, GRAND THEFT","59","F","O","VERBAL THREAT","Invest Cont","1200 N  EDGEMONT                     ST"
"1655","221609908","2022-06-28T00:00:00.000","2021-12-01T00:00:00.000","0830","Foothill","BRANDISH WEAPON","28","F","H","MACHETE","Adult Arrest","13900    LOUVRE                       ST"
"1656","230705801","2023-02-08T00:00:00.000","2021-07-01T00:00:00.000","1200","Wilshire","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","12","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Arrest","1300    2ND                          AV"
"1657","230211224","2023-05-25T00:00:00.000","2021-03-01T00:00:00.000","0105","Rampart","THEFT OF IDENTITY","47","M","B","null","Invest Cont","300 N  JUANITA                      AV"
"1658","230308904","2023-04-05T00:00:00.000","2021-11-05T00:00:00.000","1635","Southwest","THEFT OF IDENTITY","43","F","H","null","Invest Cont","2400 W  JEFFERSON                    BL"
"1659","231806054","2023-01-11T00:00:00.000","2021-01-11T00:00:00.000","0900","Southeast","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","13","F","B","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","800 W  165TH                        PL"
"1660","231308972","2023-04-10T00:00:00.000","2021-01-01T00:00:00.000","0945","Newton","ORAL COPULATION","31","F","H","VERBAL THREAT","Invest Cont","100 W  64TH                         ST"
"1661","220912769","2022-08-19T00:00:00.000","2021-01-01T00:00:00.000","1200","Van Nuys","DOCUMENT FORGERY / STOLEN FELONY","81","F","W","null","Invest Cont","14400    MIRANDA                      ST"
"1662","230908567","2023-04-25T00:00:00.000","2021-04-13T00:00:00.000","2215","Van Nuys","THEFT PLAIN - PETTY ($950 & UNDER)","53","F","W","null","Invest Cont","VAN NUYS"
"1663","220714045","2022-09-08T00:00:00.000","2021-12-01T00:00:00.000","0001","Wilshire","INTIMATE PARTNER - SIMPLE ASSAULT","32","M","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","1900    CRENSHAW                     BL"
"1664","231312883","2023-06-26T00:00:00.000","2021-01-01T00:00:00.000","0800","Newton","THEFT OF IDENTITY","24","M","W","null","Invest Cont","300 W  69TH                         ST"
"1665","231107848","2023-04-13T00:00:00.000","2021-01-01T00:00:00.000","0900","Northeast","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","11","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","6100    MESA                         AV"
"1666","221516701","2022-10-26T00:00:00.000","2021-10-03T00:00:00.000","0831","N Hollywood","THEFT OF IDENTITY","43","M","B","null","Invest Cont","11000    VENTURA                      BL"
"1667","220911694","2022-07-21T00:00:00.000","2021-11-25T00:00:00.000","1200","Van Nuys","BURGLARY","34","F","H","null","Invest Cont","4600    VAN NUYS                     BL"
"1668","231704148","2023-01-04T00:00:00.000","2021-03-01T00:00:00.000","0630","Devonshire","DOCUMENT FORGERY / STOLEN FELONY","63","M","W","null","Invest Cont","16400    GLEDHILL                     ST"
"1669","231413072","2023-06-26T00:00:00.000","2021-11-03T00:00:00.000","1705","Pacific","THEFT OF IDENTITY","29","F","W","null","Invest Cont","00    WESTMINSTER                  AV"
"1670","220711492","2022-07-10T00:00:00.000","2021-12-09T00:00:00.000","1505","Wilshire","INTIMATE PARTNER - SIMPLE ASSAULT","43","M","W","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","300 N  POINSETTIA                   PL"
"1671","220816359","2022-11-03T00:00:00.000","2021-11-20T00:00:00.000","1900","West LA","BURGLARY","62","M","W","null","Invest Cont","1700    BELOIT                       AV"
"1672","232009157","2023-05-03T00:00:00.000","2021-06-17T00:00:00.000","1200","Olympic","THEFT OF IDENTITY","30","M","H","null","Invest Cont","400 S  MARIPOSA                     AV"
"1673","221321357","2022-11-22T00:00:00.000","2021-11-22T00:00:00.000","1850","Newton","THEFT OF IDENTITY","61","F","H","null","Invest Cont","300 E  60TH                         ST"
"1674","221914692","2022-09-20T00:00:00.000","2021-11-15T00:00:00.000","1233","Mission","THEFT OF IDENTITY","25","F","H","null","Invest Cont","13100    DRONFIELD                    AV"
"1675","221914693","2022-09-20T00:00:00.000","2021-10-14T00:00:00.000","1200","Mission","THEFT OF IDENTITY","51","M","H","null","Invest Cont","9600    BARTEE                       AV"
"1676","230405251","2023-02-07T00:00:00.000","2021-10-01T00:00:00.000","1200","Hollenbeck","CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)","11","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","500 S  CLARENCE                     ST"
"1677","221512303","2022-07-15T00:00:00.000","2021-12-01T00:00:00.000","0600","N Hollywood","THEFT OF IDENTITY","65","F","W","null","Invest Cont","5800    WHITSETT                     AV"
"1678","221615154","2022-12-14T00:00:00.000","2021-11-06T00:00:00.000","1320","Foothill","THEFT OF IDENTITY","30","F","H","null","Invest Cont","11500    LEXICON                      AV"
"1679","222111901","2022-07-19T00:00:00.000","2021-07-22T00:00:00.000","1455","Topanga","THEFT OF IDENTITY","54","M","H","null","Invest Cont","6000    AGAPANTHUS                   PL"
"1680","221012801","2022-08-13T00:00:00.000","2021-08-29T00:00:00.000","1700","West Valley","THEFT OF IDENTITY","41","M","W","null","Invest Cont","5400    WHITE OAK                    AV"
"1681","220510459","2022-06-21T00:00:00.000","2021-02-26T00:00:00.000","1200","Harbor","DOCUMENT FORGERY / STOLEN FELONY","34","M","H","null","Invest Cont","900 N  WILMINGTON                   BL"
"1682","221822730","2022-12-26T00:00:00.000","2021-02-26T00:00:00.000","1810","Southeast","THEFT OF IDENTITY","23","F","B","null","Invest Cont","1500 E  101ST                        ST"
"1683","221710992","2022-07-05T00:00:00.000","2021-11-01T00:00:00.000","1200","Devonshire","CRIMINAL THREATS - NO WEAPON DISPLAYED","43","M","W","VERBAL THREAT","Adult Other","8300    TUNNEY                       AV"
"1684","231008192","2023-04-01T00:00:00.000","2021-09-24T00:00:00.000","1200","West Valley","THEFT OF IDENTITY","38","M","W","null","Invest Cont","5300    NEWCASTLE                    AV"
"1685","221813054","2022-06-06T00:00:00.000","2021-08-01T00:00:00.000","0500","Southeast","STALKING","28","F","B","PHYSICAL PRESENCE","Invest Cont","700 E  94TH                         ST"
"1686","220812563","2022-07-27T00:00:00.000","2021-12-15T00:00:00.000","0800","West LA","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","42","F","H","null","Invest Cont","8800    CADILLAC                     AV"
"1687","231506622","2023-03-02T00:00:00.000","2021-12-03T00:00:00.000","1440","N Hollywood","THEFT OF IDENTITY","32","M","B","null","Invest Cont","11300    CAMARILLO                    ST"
"1688","220516355","2022-11-27T00:00:00.000","2021-10-23T00:00:00.000","1725","Harbor","THEFT OF IDENTITY","21","F","W","null","Invest Cont","800 W  10TH                         ST"
"1689","221914356","2022-09-13T00:00:00.000","2021-07-13T00:00:00.000","0001","Mission","THEFT OF IDENTITY","56","F","H","null","Invest Cont","13300    DRONFIELD                    AV"
"1690","230708005","2023-04-03T00:00:00.000","2021-04-04T00:00:00.000","0004","Wilshire","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","30","M","W","null","Invest Cont","1700    4TH                          AV"
"1691","220311732","2022-06-04T00:00:00.000","2021-05-21T00:00:00.000","1100","Southwest","CRIMINAL THREATS - NO WEAPON DISPLAYED","41","M","H","VERBAL THREAT","Invest Cont","1500 W  37TH                         PL"
"1692","220317707","2022-10-02T00:00:00.000","2021-10-02T00:00:00.000","1005","Southwest","THEFT OF IDENTITY","29","F","B","null","Invest Cont","800 W  42ND                         PL"
"1693","221916061","2022-10-04T00:00:00.000","2021-10-04T00:00:00.000","1155","Mission","THEFT OF IDENTITY","30","M","H","null","Invest Cont","10000    LEV                          AV"
"1694","221220050","2022-09-21T00:00:00.000","2021-04-07T00:00:00.000","1800","77th Street","BUNCO, GRAND THEFT","89","M","B","null","Invest Cont","5100    CIMARRON                     ST"
"1695","220116613","2022-07-16T00:00:00.000","2021-09-01T00:00:00.000","1835","Central","THEFT OF IDENTITY","27","F","B","null","Invest Cont","1000 W  8TH                          ST"
"1696","221817172","2022-09-09T00:00:00.000","2021-11-05T00:00:00.000","0900","Southeast","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","81","M","B","null","Invest Cont","700 W  97TH                         ST"
"1697","221114029","2022-09-18T00:00:00.000","2021-11-18T00:00:00.000","1500","Northeast","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","64","M","H","null","Invest Cont","2400    SHOREDALE                    AV"
"1698","221113725","2022-09-11T00:00:00.000","2021-09-09T00:00:00.000","0800","Northeast","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","41","F","W","ROCK/THROWN OBJECT","Adult Arrest","1500    MICHELTORENA                 ST"
"1699","221321682","2022-11-30T00:00:00.000","2021-12-23T00:00:00.000","1236","Newton","BURGLARY","64","F","H","UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","5500    MORGAN                       AV"
"1700","220412387","2022-08-23T00:00:00.000","2021-10-25T00:00:00.000","1305","Hollenbeck","THEFT OF IDENTITY","52","F","H","null","Invest Cont","5100    ITHACA                       AV"
"1701","221614078","2022-11-07T00:00:00.000","2021-12-26T00:00:00.000","1530","Foothill","THEFT OF IDENTITY","24","M","W","null","Invest Cont","9800    HELEN                        AV"
"1702","230609831","2023-05-15T00:00:00.000","2021-04-07T00:00:00.000","0001","Hollywood","THEFT OF IDENTITY","64","M","W","null","Invest Cont","5400    CARLTON                      WY"
"1703","221709596","2022-06-01T00:00:00.000","2021-12-25T00:00:00.000","0800","Devonshire","DOCUMENT FORGERY / STOLEN FELONY","57","M","W","null","Invest Cont","9200    CORBIN                       AV"
"1704","222112467","2022-08-02T00:00:00.000","2021-08-08T00:00:00.000","1300","Topanga","EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)","33","M","X","null","Invest Cont","21300    PARTHENIA                    ST"
"1705","231605511","2023-02-16T00:00:00.000","2021-01-22T00:00:00.000","1610","Foothill","THEFT OF IDENTITY","21","F","W","null","Invest Cont","7700    LAUREL CANYON                BL"
"1706","221610250","2022-07-08T00:00:00.000","2021-02-05T00:00:00.000","2359","Foothill","THEFT OF IDENTITY","30","F","W","null","Invest Cont","10400    KAILUA                       LN"
"1707","230608530","2023-04-16T00:00:00.000","2021-10-14T00:00:00.000","1500","Hollywood","THEFT, PERSON","40","M","O","null","Adult Other","5800    GREGORY                      AV"
"1708","231004833","2023-01-21T00:00:00.000","2021-09-20T00:00:00.000","1645","West Valley","THEFT OF IDENTITY","62","M","H","null","Invest Cont","17800    VANOWEN                      ST"
"1709","232108275","2023-04-21T00:00:00.000","2021-05-10T00:00:00.000","1000","Topanga","THEFT OF IDENTITY","41","M","W","null","Invest Cont","22100    LONDELIUS                    ST"
"1710","220713844","2022-09-07T00:00:00.000","2021-09-08T00:00:00.000","0945","Wilshire","THEFT OF IDENTITY","35","F","H","null","Invest Cont","1800 S  MANSFIELD                    AV"
"1711","231704302","2023-01-04T00:00:00.000","2021-10-01T00:00:00.000","1710","Devonshire","THEFT OF IDENTITY","33","M","W","null","Invest Cont","16000    CELTIC                       ST"
"1712","221110663","2022-06-21T00:00:00.000","2021-10-13T00:00:00.000","0920","Northeast","THEFT OF IDENTITY","59","M","H","null","Invest Cont","2400    GLOVER                       PL"
"1713","221111439","2022-07-12T00:00:00.000","2021-04-12T00:00:00.000","2030","Northeast","BIKE - STOLEN","31","F","W","null","Invest Cont","1600    CICERO                       DR"
"1714","231409007","2023-04-08T00:00:00.000","2021-12-25T00:00:00.000","2205","Pacific","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","43","M","W","null","Invest Cont","2400    WELLESLEY                    AV"
"1715","231204621","2023-01-11T00:00:00.000","2021-10-15T00:00:00.000","1200","77th Street","BUNCO, GRAND THEFT","52","F","H","null","Invest Cont","1600 W  51ST                         ST"
"1716","220812289","2022-07-19T00:00:00.000","2021-12-04T00:00:00.000","0800","West LA","THEFT OF IDENTITY","28","F","A","null","Invest Cont","100 S  BARRINGTON                   AV"
"1717","221712644","2022-06-28T00:00:00.000","2021-09-14T00:00:00.000","1240","Devonshire","THEFT OF IDENTITY","41","M","H","null","Invest Cont","9200    WINNETKA                     AV"
"1718","221411905","2022-06-03T00:00:00.000","2021-11-01T00:00:00.000","1200","Pacific","THEFT PLAIN - PETTY ($950 & UNDER)","83","M","W","null","Invest Cont","3800 S  GOLDWYN                      TR"
"1719","221820390","2022-11-08T00:00:00.000","2021-11-08T00:00:00.000","1800","Southeast","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","35","F","B","UNKNOWN WEAPON/OTHER WEAPON","Invest Cont","11800    ORCHARD                      AV"
"1720","221512596","2022-07-21T00:00:00.000","2021-07-19T00:00:00.000","1800","N Hollywood","BATTERY - SIMPLE ASSAULT","31","F","W","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","3600    BARHAM                       BL"
"1721","221222591","2022-10-26T00:00:00.000","2021-06-15T00:00:00.000","1200","77th Street","THEFT OF IDENTITY","72","F","B","null","Invest Cont","7900    STANFORD                     AV"
"1722","222112471","2022-08-02T00:00:00.000","2021-05-23T00:00:00.000","0127","Topanga","INTIMATE PARTNER - SIMPLE ASSAULT","49","F","H","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","21100    SATICOY                      ST"
"1723","230504589","2023-01-14T00:00:00.000","2021-06-09T00:00:00.000","0955","Harbor","THEFT OF IDENTITY","27","M","B","null","Invest Cont","800 N  MARINE                       AV"
"1724","221224174","2022-11-16T00:00:00.000","2021-03-01T00:00:00.000","0001","77th Street","THEFT OF IDENTITY","18","F","B","null","Invest Cont","5600 S  MANHATTAN                    PL"
"1725","221113868","2022-09-14T00:00:00.000","2021-09-07T00:00:00.000","1447","Northeast","THEFT OF IDENTITY","31","M","H","null","Invest Cont","200    WAYLAND                      ST"
"1726","221816582","2022-08-30T00:00:00.000","2021-08-30T00:00:00.000","0001","Southeast","HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE","33","F","B","VERBAL THREAT","Invest Cont","92ND                         ST"
"1727","221512170","2022-07-11T00:00:00.000","2021-09-07T00:00:00.000","1200","N Hollywood","THEFT OF IDENTITY","71","F","W","null","Invest Cont","4200    ELMER                        AV"
"1728","230306806","2023-02-21T00:00:00.000","2021-07-01T00:00:00.000","1200","Southwest","THEFT OF IDENTITY","41","M","B","null","Invest Cont","1700 W  39TH                         PL"
"1729","222111577","2022-07-09T00:00:00.000","2021-04-01T00:00:00.000","0500","Topanga","DISTURBING THE PEACE","29","M","B","null","Invest Cont","6300    VARIEL                       AV"
"1730","221218276","2022-08-24T00:00:00.000","2021-08-22T00:00:00.000","0800","77th Street","BUNCO, GRAND THEFT","62","F","B","null","Invest Cont","1700 W  FLORENCE                     AV"
"1731","220113842","2022-06-07T00:00:00.000","2021-12-15T00:00:00.000","1910","Central","BURGLARY FROM VEHICLE","48","F","B","null","Invest Cont","500 S  MAIN                         ST"
"1732","220220290","2022-11-16T00:00:00.000","2021-12-10T00:00:00.000","2050","Rampart","THEFT OF IDENTITY","67","M","A","null","Invest Cont","300 N  WESTMORELAND                 AV"
"1733","222018379","2022-09-20T00:00:00.000","2021-01-16T00:00:00.000","1210","Olympic","THEFT OF IDENTITY","45","F","H","null","Invest Cont","500 S  GRAMERCY                     PL"
"1734","231510230","2023-05-24T00:00:00.000","2021-05-01T00:00:00.000","1200","N Hollywood","EXTORTION","11","F","W","null","Invest Cont","6600    BECK                         AV"
"1735","221418711","2022-11-09T00:00:00.000","2021-07-01T00:00:00.000","0001","Pacific","THEFT OF IDENTITY","29","M","W","null","Invest Cont","3700    INGLEWOOD                    BL"
"1736","220715251","2022-10-13T00:00:00.000","2021-10-15T00:00:00.000","2100","Wilshire","BURGLARY","44","M","W","null","Invest Cont","400 S  HAMEL                        RD"
"1737","230211007","2023-05-21T00:00:00.000","2021-03-21T00:00:00.000","0425","Rampart","THEFT OF IDENTITY","25","M","B","null","Invest Cont","700 S  BIXEL                        ST"
"1738","221312871","2022-06-14T00:00:00.000","2021-06-27T00:00:00.000","1400","Newton","CRIMINAL THREATS - NO WEAPON DISPLAYED","54","M","W","VERBAL THREAT","Invest Cont","400 E  49TH                         ST"
"1739","231411860","2023-06-05T00:00:00.000","2021-05-02T00:00:00.000","1345","Pacific","THEFT OF IDENTITY","39","M","B","null","Invest Cont","5700 W  CENTURY                      BL"
"1740","220814441","2022-08-23T00:00:00.000","2021-11-04T00:00:00.000","1900","West LA","THEFT OF IDENTITY","42","F","W","null","Invest Cont","16000    TEMECULA                     ST"
"1741","220815061","2022-09-23T00:00:00.000","2021-01-03T00:00:00.000","0001","West LA","INTIMATE PARTNER - AGGRAVATED ASSAULT","46","M","O","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Invest Cont","800    HARTZELL                     ST"
"1742","220218831","2022-10-19T00:00:00.000","2021-06-29T00:00:00.000","0001","Rampart","THEFT OF IDENTITY","33","M","H","null","Invest Cont","2300    MIRAMAR                      ST"
"1743","230308023","2023-03-19T00:00:00.000","2021-03-06T00:00:00.000","0630","Southwest","THEFT OF IDENTITY","29","F","O","null","Invest Cont","3900    BRIGHTON                     AV"
"1744","221012474","2022-08-04T00:00:00.000","2021-05-01T00:00:00.000","1200","West Valley","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","50","F","W","null","Invest Cont","7800    TEXHOMA                      AV"
"1745","221715240","2022-10-24T00:00:00.000","2021-07-22T00:00:00.000","0800","Devonshire","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","31","M","O","null","Invest Cont","15800    SAN FERNANDO MISSION         BL"
"1746","232009067","2023-04-30T00:00:00.000","2021-06-01T00:00:00.000","0001","Olympic","BATTERY - SIMPLE ASSAULT","8","M","H","ROCK/THROWN OBJECT","Invest Cont","1100 S  ARDMORE                      AV"
"1747","222011292","2022-06-17T00:00:00.000","2021-06-07T00:00:00.000","0024","Olympic","INTIMATE PARTNER - SIMPLE ASSAULT","34","M","W","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","Adult Other","400 S  MARIPOSA                     AV"
"1748","221017897","2022-12-20T00:00:00.000","2021-09-20T00:00:00.000","1000","West Valley","THREATENING PHONE CALLS/LETTERS","40","M","O","VERBAL THREAT","Invest Cont","17400    VENTURA                      BL"
